His rheumy eyes began to cloud.	A sus ojos rheumy comenzó a nube.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
To do so would require it crossing six states.	Hacerlo exigiría que el cruce de seis estados.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Australia's world-first laws on cigarette and tobacco plain packaging have come into force, replacing brand logos and colours with generic drab olive green coverings, gruesome pictures of diseased body parts and depictions of children and babies made ill by their parents' smoking.	En primer lugar mundial de Australia leyes sobre los envases de cigarrillos y tabaco llano han entrado en vigor, en sustitución de logotipos y colores con intermediarias genéricos revestimientos de verde olivo, terribles imágenes de partes del cuerpo enfermo e imágenes de niños y bebés enfermos por sus padres fumar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
At four different points during the interview, there are major gaps between questions and answers - 10 to 15-second ruminations, where Jobs is clearly weighing his thoughts, aiming for precision.	En cuatro puntos diferentes durante la entrevista, existen grandes diferencias entre las preguntas y respuestas - 10 a 15 segundos ruminations, donde Jobs claramente está sopesando sus pensamientos, con el objetivo de precisión.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The material was then published online by WikiLeaks.	El material fue publicado en línea por WikiLeaks.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Manning said he was allowed only a mattress, blanket, flip-flops, some clothes and his glasses.	La tripulación dijo que estaba permitido sólo un colchón, mantas, chanclas, algunas prendas de vestir y sus gafas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
So should we embrace boredom?	Así que deberíamos abrazar el aburrimiento?	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I was perverted, dirty.	Me sentía corrupta, sucia.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
After his two sons returned from combat tours with the Marines, retired Col. Mark Cancian warned them that people outside the military would view their service from two perspectives.	Después de sus dos hijos regresaron de combatir las visitas guiadas con los Marines, coronel retirado Mark Cancian les advirtieron de que la gente de fuera de los militares sería su servicio desde dos perspectivas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
In a Constantly Plugged-In World, It's Not All Bad to Be Bored	En un mundo constantemente conectado, no es del todo malo aburrirse	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Nor should we be too critical of it.	Pero deberíamos ser demasiado críticos hacia el mismo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
One reason for the secrecy was a lesson learned by the city.	Una razón para el secreto fue una lección aprendida por la ciudad.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Even before Election Day, some local governments approved moratoriums on any new marijuana shops, even though it will be about a year before any can open.	Incluso antes del día de la votación, algunos gobiernos locales aprobaron moratorias para cualquier tienda nueva de marihuana, aunque todavía habría tenido que pasar un año antes de que puedan abrir.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
What he has written here is an unusual book, one he describes, not inaccurately, as "a work of anti-history."	Lo que él ha escrito aquí es un libro inusual, uno que describe, no incorrecta, como "un trabajo de anti-history."	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Nor should we be too critical of it.	Tampoco deberíamos ser demasiado crítico de ella.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"They spent so much of their lives prosecuting people that they still don't really accept that this is legal," he said.	"Ellos dedicado tanto de su vida enjuiciar a personas que todavía no aceptan que esto es legal", dijo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It is the world's most strict regime for the packaging of tobacco.	Es el régimen más estricto del mundo para el envasado de tabaco.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Administrators at Penn State have been charged with perjury for allegedly covering up reports that a retired football coach was sexually assaulting boys.	Los administradores de la Penn State ha sido acusado de perjurio por supuestamente encubrir los informes de que un entrenador de fútbol jubilado fue de agredir sexualmente a niños.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Would I have to turn to Labour and suppress my natural inclinations?	Le tengo que recurrir a los laboristas y reprimir mi inclinaciones naturales?	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"What you say on Facebook and what you do outside of Facebook are two completely different things," says Selwyn.	"Lo que dice en Facebook y lo que se hace fuera de Facebook son dos cosas completamente diferentes", dice Selwyn.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The aim, however, wasn't to stop commuters getting to work but prevent protesters from reaching parliament.	El objetivo, sin embargo, no era para detener los viajeros llegar a trabajar, sino evitar que los manifestantes llegaran hasta el parlamento.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"It's quite a new way of doing research," Bartlett says.	"Es una nueva forma de hacer la investigación", dice Bartlett.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Hosni Mubarak, the secular despot who ran Egypt for 30 years until his downfall in 2011, had little time for Hamas.	Hosni Mubarak, el laico déspota que gobernó Egipto durante 30 años hasta su derrocamiento en 2011, tuvo poco tiempo para Hamas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Six people testified as character witnesses on behalf of the alleged perpetrator, who was eventually acquitted.	Seis personas declararon como testigos de carácter en nombre del presunto agresor, que finalmente fue absuelto.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It's an air wing without enough trained pilots.	Es un ala aérea sin suficiente formación pilotos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I was persecuted for one reason only, and in this cradle of supposed enlightenment it was both bigoted and barbaric: my father, the late Woodrow Wyatt, was a high-profile adviser to Margaret Thatcher and I was a Conservative supporter.	Yo era perseguida por una sola razón, y en la cuna de la ilustración supuestamente era intolerante y brutal: Mi padre, el fallecido Woodrow Wyatt, era un asesor de alto perfil a Margaret Thatcher y yo era un conservador partidario.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
